,starttime,endtime,date_birth  ,name_presidents,picture_presidents
859,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1908-08-27T00:00:00Z,Lyndon B. Johnson,http://commons.wikimedia.org/wiki/Special:FilePath/Lyndon%20B.%20Johnson%2C%20photo%20portrait%2C%20leaning%20on%20chair%2C%20color%20cropped.jpg
837,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1913-07-14T00:00:00Z,Gerald Ford,http://commons.wikimedia.org/wiki/Special:FilePath/Gerald%20Ford%20presidential%20portrait%20%28cropped%29.jpg
871,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1917-05-29T00:00:00Z,John F. Kennedy,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg
169,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1856-12-28T00:00:00Z,Woodrow Wilson,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Woodrow%20Wilson%2C%20Harris%20%26%20Ewing%20bw%20photo%20portrait%2C%201919.jpg
893,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
345,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1865-11-02T00:00:00Z,Warren G. Harding,http://commons.wikimedia.org/wiki/Special:FilePath/Warren%20G%20Harding%20portrait%20as%20senator%20June%201920.jpg
815,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1808-12-29T00:00:00Z,Andrew Johnson,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Andrew%20Johnson.jpg
367,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1833-08-20T00:00:00Z,Benjamin Harrison,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Harrison%2C%20head%20and%20shoulders%20bw%20photo%2C%201896.jpg
917,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1890-10-14T00:00:00Z,Dwight D. Eisenhower,http://commons.wikimedia.org/wiki/Special:FilePath/Dwight%20D.%20Eisenhower%2C%20official%20photo%20portrait%2C%20May%2029%2C%201959.jpg
793,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
939,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1884-05-08T00:00:00Z,Harry S Truman,http://commons.wikimedia.org/wiki/Special:FilePath/TRUMAN%2058-766-06%20%28cropped%29.jpg
81,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
961,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
763,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1913-01-09T00:00:00Z,Richard Nixon,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20M.%20Nixon%2C%20ca.%201935%20-%201982%20-%20NARA%20-%20530679.jpg
983,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
1171,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
1079,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1767-07-11T00:00:00Z,John Quincy Adams,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Q.%20Adams-edit.jpg
323,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1874-08-10T00:00:00Z,Herbert Hoover,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Hoover%20portrait.jpg
1247,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1743-04-13T00:00:00Z,Thomas Jefferson,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20Thomas%20Jefferson%20%28by%20Rembrandt%20Peale%2C%201800%29%28cropped%29.jpg
593,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1833-08-20T00:00:00Z,Benjamin Harrison,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Harrison%2C%20head%20and%20shoulders%20bw%20photo%2C%201896.jpg
1269,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1767-03-15T00:00:00Z,Andrew Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20jackson%20head.jpg
421,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
37,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
420,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
1225,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1795-11-02T00:00:00Z,James K. Polk,http://commons.wikimedia.org/wiki/Special:FilePath/JamesKnoxPolk.jpg
1185,1975-01-03 00:00:00+00:00,1977-01-03 00:00:00+00:00,1758-04-28T00:00:00Z,James Monroe,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Monroe%2002.jpg
509,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1800-01-07T00:00:00Z,Millard Fillmore,http://commons.wikimedia.org/wiki/Special:FilePath/Millard%20Fillmore.jpg
609,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1961-08-04T00:00:00Z,Barack Obama,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Barack%20Obama.jpg
299,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1837-03-18T00:00:00Z,Grover Cleveland,http://commons.wikimedia.org/wiki/Special:FilePath/Grover%20Cleveland%20-%20NARA%20-%20518139%20%28cropped%29.jpg
993,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
751,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1913-01-09T00:00:00Z,Richard Nixon,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20M.%20Nixon%2C%20ca.%201935%20-%201982%20-%20NARA%20-%20530679.jpg
1003,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1751-03-16T00:00:00Z,James Madison,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Madison.jpg
1389,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1804-11-23T00:00:00Z,Franklin Pierce,http://commons.wikimedia.org/wiki/Special:FilePath/Franklin%20Pierce.jpg
1411,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1924-06-12T00:00:00Z,George H. W. Bush,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg
380,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
69,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
311,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1874-08-10T00:00:00Z,Herbert Hoover,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Hoover%20portrait.jpg
1235,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1743-04-13T00:00:00Z,Thomas Jefferson,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20Thomas%20Jefferson%20%28by%20Rembrandt%20Peale%2C%201800%29%28cropped%29.jpg
971,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
1029,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1758-04-28T00:00:00Z,James Monroe,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Monroe%2002.jpg
1053,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1767-07-11T00:00:00Z,John Quincy Adams,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Q.%20Adams-edit.jpg
729,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1882-01-30T00:00:00Z,Franklin Delano Roosevelt,http://commons.wikimedia.org/wiki/Special:FilePath/FDR%201944%20Color%20Portrait.jpg
381,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
1257,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1767-03-15T00:00:00Z,Andrew Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20jackson%20head.jpg
773,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1917-05-29T00:00:00Z,John F. Kennedy,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg
711,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1942-11-20T00:00:00Z,Joe Biden,http://commons.wikimedia.org/wiki/Special:FilePath/Joe%20Biden%20presidential%20portrait.jpg
95,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1809-02-12T00:00:00Z,Abraham Lincoln,http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Lincoln%20O-77%20matte%20collodion%20print.jpg
94,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1809-02-12T00:00:00Z,Abraham Lincoln,http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Lincoln%20O-77%20matte%20collodion%20print.jpg
355,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1833-08-20T00:00:00Z,Benjamin Harrison,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Harrison%2C%20head%20and%20shoulders%20bw%20photo%2C%201896.jpg
881,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
825,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1913-07-14T00:00:00Z,Gerald Ford,http://commons.wikimedia.org/wiki/Special:FilePath/Gerald%20Ford%20presidential%20portrait%20%28cropped%29.jpg
1459,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1942-11-20T00:00:00Z,Joe Biden,http://commons.wikimedia.org/wiki/Special:FilePath/Joe%20Biden%20presidential%20portrait.jpg
3,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
135,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1858-10-27T00:00:00Z,Theodore Roosevelt,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Roosevelt%20-%20Pach%20Bros.jpg
1279,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1790-03-29T00:00:00Z,John Tyler,http://commons.wikimedia.org/wiki/Special:FilePath/Johntyler.jpg
1301,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1784-11-24T00:00:00Z,Zachary Taylor,http://commons.wikimedia.org/wiki/Special:FilePath/Zachary%20Taylor%202.jpg
481,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1872-07-04T00:00:00Z,Calvin Coolidge,http://commons.wikimedia.org/wiki/Special:FilePath/Calvin%20Coolidge%20cph.3g10777%20%28cropped%29.jpg
581,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1833-08-20T00:00:00Z,Benjamin Harrison,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Harrison%2C%20head%20and%20shoulders%20bw%20photo%2C%201896.jpg
905,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1890-10-14T00:00:00Z,Dwight D. Eisenhower,http://commons.wikimedia.org/wiki/Special:FilePath/Dwight%20D.%20Eisenhower%2C%20official%20photo%20portrait%2C%20May%2029%2C%201959.jpg
803,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1808-12-29T00:00:00Z,Andrew Johnson,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Andrew%20Johnson.jpg
927,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1884-05-08T00:00:00Z,Harry S Truman,http://commons.wikimedia.org/wiki/Special:FilePath/TRUMAN%2058-766-06%20%28cropped%29.jpg
245,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1843-01-29T00:00:00Z,William McKinley,http://commons.wikimedia.org/wiki/Special:FilePath/William%20mckinley.jpg
333,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1865-11-02T00:00:00Z,Warren G. Harding,http://commons.wikimedia.org/wiki/Special:FilePath/Warren%20G%20Harding%20portrait%20as%20senator%20June%201920.jpg
157,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1856-12-28T00:00:00Z,Woodrow Wilson,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Woodrow%20Wilson%2C%20Harris%20%26%20Ewing%20bw%20photo%20portrait%2C%201919.jpg
1433,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1924-10-01T00:00:00Z,Jimmy Carter,http://commons.wikimedia.org/wiki/Special:FilePath/JimmyCarterPortrait2.jpg
781,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
949,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
1067,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1767-07-11T00:00:00Z,John Quincy Adams,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Q.%20Adams-edit.jpg
503,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1946-08-19T00:00:00Z,Bill Clinton,http://commons.wikimedia.org/wiki/Special:FilePath/Bill%20Clinton.jpg
1213,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1795-11-02T00:00:00Z,James K. Polk,http://commons.wikimedia.org/wiki/Special:FilePath/JamesKnoxPolk.jpg
233,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1822-04-27T00:00:00Z,Ulysses S Grant,http://commons.wikimedia.org/wiki/Special:FilePath/Ulysses%20S.%20Grant%201870-1880.jpg
611,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1961-08-04T00:00:00Z,Barack Obama,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Barack%20Obama.jpg
179,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1831-11-19T00:00:00Z,James A. Garfield,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Abram%20Garfield%2C%20photo%20portrait%20seated.jpg
681,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1790-03-29T00:00:00Z,John Tyler,http://commons.wikimedia.org/wiki/Special:FilePath/Johntyler.jpg
1159,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
847,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1908-08-27T00:00:00Z,Lyndon B. Johnson,http://commons.wikimedia.org/wiki/Special:FilePath/Lyndon%20B.%20Johnson%2C%20photo%20portrait%2C%20leaning%20on%20chair%2C%20color%20cropped.jpg
1103,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1946-07-06T00:00:00Z,George W. Bush,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg
1097,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1767-07-11T00:00:00Z,John Quincy Adams,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Q.%20Adams-edit.jpg
1357,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1773-02-09T00:00:00Z,William Henry Harrison,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Henry%20Harrison%20by%20James%20Reid%20Lambdin%2C%201835.jpg
553,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1829-10-05T00:00:00Z,Chester A. Arthur,http://commons.wikimedia.org/wiki/Special:FilePath/Chester%20Alan%20Arthur.jpg
47,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
610,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1961-08-04T00:00:00Z,Barack Obama,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Barack%20Obama.jpg
1323,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1800-01-07T00:00:00Z,Millard Fillmore,http://commons.wikimedia.org/wiki/Special:FilePath/Millard%20Fillmore.jpg
1199,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1767-07-11T00:00:00Z,John Quincy Adams,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Q.%20Adams-edit.jpg
531,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1858-10-27T00:00:00Z,Theodore Roosevelt,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Roosevelt%20-%20Pach%20Bros.jpg
441,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
403,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1857-09-15T00:00:00Z,William Howard Taft,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Howard%20Taft.jpg
259,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1837-03-18T00:00:00Z,Grover Cleveland,http://commons.wikimedia.org/wiki/Special:FilePath/Grover%20Cleveland%20-%20NARA%20-%20518139%20%28cropped%29.jpg
1335,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1782-12-05T00:00:00Z,Martin Van Buren,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Van%20Buren.jpg
221,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1856-12-28T00:00:00Z,Woodrow Wilson,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Woodrow%20Wilson%2C%20Harris%20%26%20Ewing%20bw%20photo%20portrait%2C%201919.jpg
440,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1822-10-04T00:00:00Z,Rutherford B. Hayes,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Rutherford%20Hayes%201870%20-%201880%20Restored.jpg
25,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
1143,1973-01-03 00:00:00+00:00,1975-01-03 00:00:00+00:00,1946-06-14T00:00:00Z,Donald Trump,http://commons.wikimedia.org/wiki/Special:FilePath/Donald%20Trump%20official%20portrait.jpg
818,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1808-12-29T00:00:00Z,Andrew Johnson,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Andrew%20Johnson.jpg
1448,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1924-10-01T00:00:00Z,Jimmy Carter,http://commons.wikimedia.org/wiki/Special:FilePath/JimmyCarterPortrait2.jpg
654,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1961-08-04T00:00:00Z,Barack Obama,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Barack%20Obama.jpg
1272,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1767-03-15T00:00:00Z,Andrew Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20jackson%20head.jpg
1152,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
274,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1837-03-18T00:00:00Z,Grover Cleveland,http://commons.wikimedia.org/wiki/Special:FilePath/Grover%20Cleveland%20-%20NARA%20-%20518139%20%28cropped%29.jpg
84,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
920,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1890-10-14T00:00:00Z,Dwight D. Eisenhower,http://commons.wikimedia.org/wiki/Special:FilePath/Dwight%20D.%20Eisenhower%2C%20official%20photo%20portrait%2C%20May%2029%2C%201959.jpg
655,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1961-08-04T00:00:00Z,Barack Obama,http://commons.wikimedia.org/wiki/Special:FilePath/President%20Barack%20Obama.jpg
896,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
796,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1911-02-06T00:00:00Z,Ronald Reagan,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Reagan%201985%20presidential%20portrait%20%28cropped%29.jpg
1294,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1790-03-29T00:00:00Z,John Tyler,http://commons.wikimedia.org/wiki/Special:FilePath/Johntyler.jpg
40,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1732-02-22T00:00:00Z,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Stuart%20Williamstown%20Portrait%20of%20George%20Washington.jpg
568,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1829-10-05T00:00:00Z,Chester A. Arthur,http://commons.wikimedia.org/wiki/Special:FilePath/Chester%20Alan%20Arthur.jpg
1174,1970-11-04 00:00:00+00:00,1972-11-08 00:00:00+00:00,1735-10-30T00:00:00Z,John Adams,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Presidential%20portrait%20of%20John%20Adams%20%28by%20John%20Trumbull%2C%20circa%201792%29.jpg
